id_waktu,id_lokasi,id_unit_peternakan,date,jumlah_produksi
8591,46199,,2022-09-16,17.3
8592,46199,,2022-09-17,19.0
8593,46199,,2022-09-18,18.46
8594,46199,,2022-09-19,20.22
8595,46199,,2022-09-20,18.69
8596,46199,,2022-09-21,20.06
8597,46199,,2022-09-22,19.93
8598,46199,,2022-09-23,19.1
8599,46199,,2022-09-24,19.43
8600,46199,,2022-09-25,18.13
8601,46199,,2022-09-26,18.85
8602,46199,,2022-09-27,20.27
8603,46199,,2022-09-28,18.8
8604,46199,,2022-09-29,18.91
8605,46199,,2022-09-30,18.38
8607,46199,,2022-10-01,18.41
8608,46199,,2022-10-02,19.45
8609,46199,,2022-10-03,18.97
8610,46199,,2022-10-04,20.72
8611,46199,,2022-10-05,19.95
8612,46199,,2022-10-06,20.14
8613,46199,,2022-10-07,20.44
8614,46199,,2022-10-08,20.08
8615,46199,,2022-10-09,19.32
8616,46199,,2022-10-10,19.35
8617,46199,,2022-10-11,19.95
8618,46199,,2022-10-12,19.96
8619,46199,,2022-10-13,19.76
8620,46199,,2022-10-14,19.2
8621,46199,,2022-10-15,19.1
8622,46199,,2022-10-16,19.09
8623,46199,,2022-10-17,22.15
8624,46199,,2022-10-18,22.11
8625,46199,,2022-10-19,19.69
8626,46199,,2022-10-20,18.69
8627,46199,,2022-10-21,19.05
8628,46199,,2022-10-22,18.99
8629,46199,,2022-10-23,18.47
8630,46199,,2022-10-24,18.09
8631,46199,,2022-10-25,17.4
8632,46199,,2022-10-26,11.83
8633,46199,,2022-10-27,10.0
8634,46199,,2022-10-28,17.1
8635,46199,,2022-10-29,17.4
8636,46199,,2022-10-30,16.83
8637,46199,,2022-10-31,16.5
8639,46199,,2022-11-01,16.7
8640,46199,,2022-11-02,16.5
8641,46199,,2022-11-03,16.65
8642,46199,,2022-11-04,18.83
8643,46199,,2022-11-05,19.3
8644,46199,,2022-11-06,17.33
8645,46199,,2022-11-07,17.08
8646,46199,,2022-11-08,17.45
8647,46199,,2022-11-09,19.55
8648,46199,,2022-11-10,19.51
8649,46199,,2022-11-11,18.29
8650,46199,,2022-11-12,19.3
8651,46199,,2022-11-13,18.35
8652,46199,,2022-11-14,18.68
8653,46199,,2022-11-15,18.78
8654,46199,,2022-11-16,19.55
8655,46199,,2022-11-17,18.32
8656,46199,,2022-11-18,19.0
8657,46199,,2022-11-19,19.43
8658,46199,,2022-11-20,18.04
8659,46199,,2022-11-21,19.29
8660,46199,,2022-11-22,20.3
8661,46199,,2022-11-23,18.6
8662,46199,,2022-11-24,18.6
8663,46199,,2022-11-25,19.7
8664,46199,,2022-11-26,19.15
8665,46199,,2022-11-27,18.62
8666,46199,,2022-11-28,15.55
8667,46199,,2022-11-29,15.0
8668,46199,,2022-11-30,14.67
8670,46199,,2022-12-01,16.07
8671,46199,,2022-12-02,15.42
8672,46199,,2022-12-03,16.1
8673,46199,,2022-12-04,15.55
8674,46199,,2022-12-05,16.2
8675,46199,,2022-12-06,18.1
8676,46199,,2022-12-07,17.2
8677,46199,,2022-12-08,20.16
8678,46199,,2022-12-09,19.55
8679,46199,,2022-12-10,19.87
8680,46199,,2022-12-11,18.3
8681,46199,,2022-12-12,18.2
8682,46199,,2022-12-13,18.5
8683,46199,,2022-12-14,17.5
8684,46199,,2022-12-15,18.4
8685,46199,,2022-12-16,18.32
8686,46199,,2022-12-17,17.54
8687,46199,,2022-12-18,17.25
8688,46199,,2022-12-19,19.08
8689,46199,,2022-12-20,19.27
8690,46199,,2022-12-21,18.75
8691,46199,,2022-12-22,18.47
8692,46199,,2022-12-23,18.65
8693,46199,,2022-12-24,18.8
8694,46199,,2022-12-25,19.2
8695,46199,,2022-12-26,19.05
8696,46199,,2022-12-27,18.83
8697,46199,,2022-12-28,19.44
8698,46199,,2022-12-29,19.1
8699,46199,,2022-12-30,18.19
8700,46199,,2022-12-31,19.53
8703,46199,,2023-01-01,18.61
8704,46199,,2023-01-02,18.45
8705,46199,,2023-01-03,18.58
8706,46199,,2023-01-04,18.4
8707,46199,,2023-01-05,17.98
8708,46199,,2023-01-06,18.99
8709,46199,,2023-01-07,19.18
8710,46199,,2023-01-08,18.34
8711,46199,,2023-01-09,17.74
8712,46199,,2023-01-10,16.9
8713,46199,,2023-01-11,16.7
8714,46199,,2023-01-12,16.94
8715,46199,,2023-01-13,16.93
8716,46199,,2023-01-14,17.19
8717,46199,,2023-01-15,16.93
8718,46199,,2023-01-16,15.98
8719,46199,,2023-01-17,15.5
8720,46199,,2023-01-18,16.32
8721,46199,,2023-01-19,16.4
8722,46199,,2023-01-20,12.0
8723,46199,,2023-01-21,12.5
8724,46199,,2023-01-22,17.23
8725,46199,,2023-01-23,17.86
8726,46199,,2023-01-24,17.88
8727,46199,,2023-01-25,17.7
8728,46199,,2023-01-26,17.65
8729,46199,,2023-01-27,17.45
8730,46199,,2023-01-28,17.2
8731,46199,,2023-01-29,17.0
8732,46199,,2023-01-30,16.4
8733,46199,,2023-01-31,17.57
8735,46199,,2023-02-01,16.17
8736,46199,,2023-02-02,17.11
8737,46199,,2023-02-03,15.58
8738,46199,,2023-02-04,15.49
8739,46199,,2023-02-05,15.58
8740,46199,,2023-02-06,15.2
8741,46199,,2023-02-07,14.95
8742,46199,,2023-02-08,14.65
8743,46199,,2023-02-09,16.15
8744,46199,,2023-02-10,16.11
8745,46199,,2023-02-11,16.28
8746,46199,,2023-02-12,15.5
8747,46199,,2023-02-13,15.0
8748,46199,,2023-02-14,14.4
8749,46199,,2023-02-15,14.0
8750,46199,,2023-02-16,14.4
8751,46199,,2023-02-17,13.6
8752,46199,,2023-02-18,9.24
8753,46199,,2023-02-19,14.4
8754,46199,,2023-02-20,13.75
8755,46199,,2023-02-21,13.7
8756,46199,,2023-02-22,14.45
8757,46199,,2023-02-23,14.56
8758,46199,,2023-02-24,14.81
8759,46199,,2023-02-25,14.64
8760,46199,,2023-02-26,14.08
8761,46199,,2023-02-27,13.82
8762,46199,,2023-02-28,13.75
8764,46199,,2023-03-01,13.7
8765,46199,,2023-03-02,14.64
8766,46199,,2023-03-03,15.55
8767,46199,,2023-03-04,16.2
8768,46199,,2023-03-05,18.1
8769,46199,,2023-03-06,17.2
8770,46199,,2023-03-07,20.16
8771,46199,,2023-03-08,19.55
8772,46199,,2023-03-09,19.87
8773,46199,,2023-03-10,18.3
8774,46199,,2023-03-11,18.2
8775,46199,,2023-03-12,18.5
8776,46199,,2023-03-13,17.5
8777,46199,,2023-03-14,18.4
8778,46199,,2023-03-15,18.32
8779,46199,,2023-03-16,17.54
8780,46199,,2023-03-17,17.25
8781,46199,,2023-03-18,19.08
8782,46199,,2023-03-19,19.27
8783,46199,,2023-03-20,18.75
8784,46199,,2023-03-21,18.47
8785,46199,,2023-03-22,18.65
8786,46199,,2023-03-23,18.8
8787,46199,,2023-03-24,19.2
8788,46199,,2023-03-25,19.05
8789,46199,,2023-03-26,18.83
8790,46199,,2023-03-27,19.44
8791,46199,,2023-03-28,19.1
8792,46199,,2023-03-29,18.19
8793,46199,,2023-03-30,19.53
8794,46199,,2023-03-31,18.61
8796,46199,,2023-04-01,18.45
8797,46199,,2023-04-02,18.58
8798,46199,,2023-04-03,18.4
8799,46199,,2023-04-04,17.98
8800,46199,,2023-04-05,18.99
