id_waktu,id_lokasi,id_unit_peternakan,date,jumlah_produksi
8418,47415,11,2022-04-01,10.2
8419,47415,11,2022-04-02,10.35
8420,47415,11,2022-04-03,10.7
8421,47415,11,2022-04-04,11.9
8422,47415,11,2022-04-05,12.0
8423,47415,11,2022-04-06,10.8
8424,47415,11,2022-04-07,10.55
8425,47415,11,2022-04-08,10.0
8426,47415,11,2022-04-09,9.7
8427,47415,11,2022-04-10,9.75
8428,47415,11,2022-04-11,9.5
8429,47415,11,2022-04-12,9.4
8430,47415,11,2022-04-13,13.1
8431,47415,11,2022-04-14,14.3
8432,47415,11,2022-04-15,13.7
8433,47415,11,2022-04-16,12.8
8434,47415,11,2022-04-17,12.4
8435,47415,11,2022-04-18,12.2
8436,47415,11,2022-04-19,12.3
8437,47415,11,2022-04-20,11.25
8438,47415,11,2022-04-21,10.9
8439,47415,11,2022-04-22,10.3
8440,47415,11,2022-04-23,9.25
8441,47415,11,2022-04-24,9.0
8442,47415,11,2022-04-25,10.35
8443,47415,11,2022-04-26,11.05
8444,47415,11,2022-04-27,11.25
8445,47415,11,2022-04-28,11.3
8446,47415,11,2022-04-29,10.75
8447,47415,11,2022-04-30,11.35
8449,47415,11,2022-05-01,11.7
8450,47415,11,2022-05-02,10.65
8451,47415,11,2022-05-03,11.45
8452,47415,11,2022-05-04,11.2
8453,47415,11,2022-05-05,12.4
8454,47415,11,2022-05-06,12.5
8455,47415,11,2022-05-07,12.7
8456,47415,11,2022-05-08,13.35
8457,47415,11,2022-05-09,13.65
8458,47415,11,2022-05-10,13.85
8459,47415,11,2022-05-11,16.6
8460,47415,11,2022-05-12,15.35
8461,47415,11,2022-05-13,14.15
8462,47415,11,2022-05-14,12.9
8463,47415,11,2022-05-15,12.9
8464,47415,11,2022-05-16,12.15
8465,47415,11,2022-05-17,13.2
8466,47415,11,2022-05-18,14.15
8467,47415,11,2022-05-19,13.1
8468,47415,11,2022-05-20,13.7
8469,47415,11,2022-05-21,12.6
8470,47415,11,2022-05-22,13.0
8471,47415,11,2022-05-23,13.0
8472,47415,11,2022-05-24,11.75
8473,47415,11,2022-05-25,14.55
8474,47415,11,2022-05-26,14.1
8475,47415,11,2022-05-27,13.05
8476,47415,11,2022-05-28,14.05
8477,47415,11,2022-05-29,13.9
8478,47415,11,2022-05-30,14.2
8479,47415,11,2022-05-31,13.55
8481,47415,11,2022-06-01,15.9
8482,47415,11,2022-06-02,15.5
8483,47415,11,2022-06-03,14.55
8484,47415,11,2022-06-04,12.6
8485,47415,11,2022-06-05,12.6
8486,47415,11,2022-06-06,12.3
8487,47415,11,2022-06-07,11.65
8488,47415,11,2022-06-08,12.7
8489,47415,11,2022-06-09,11.75
8490,47415,11,2022-06-10,11.8
8491,47415,11,2022-06-11,11.7
8492,47415,11,2022-06-12,11.45
8493,47415,11,2022-06-13,9.65
8494,47415,11,2022-06-14,8.75
8495,47415,11,2022-06-15,11.5
8496,47415,11,2022-06-16,11.2
8497,47415,11,2022-06-17,11.25
8498,47415,11,2022-06-18,11.2
8499,47415,11,2022-06-19,10.05
8500,47415,11,2022-06-20,9.9
8501,47415,11,2022-06-21,10.0
8502,47415,11,2022-06-22,10.5
8503,47415,11,2022-06-23,10.45
8504,47415,11,2022-06-24,10.35
8505,47415,11,2022-06-25,10.0
8506,47415,11,2022-06-26,9.95
8507,47415,11,2022-06-27,10.15
8508,47415,11,2022-06-28,10.7
8509,47415,11,2022-06-29,10.65
8510,47415,11,2022-06-30,10.75
8512,47415,11,2022-07-01,9.7
8513,47415,11,2022-07-02,9.65
8514,47415,11,2022-07-03,9.75
8515,47415,11,2022-07-04,10.0
8516,47415,11,2022-07-05,9.3
8517,47415,11,2022-07-06,9.25
8518,47415,11,2022-07-07,9.25
8519,47415,11,2022-07-08,8.1
8520,47415,11,2022-07-09,8.3
8521,47415,11,2022-07-10,8.6
8522,47415,11,2022-07-11,8.95
8523,47415,11,2022-07-12,9.6
8524,47415,11,2022-07-13,9.3
8525,47415,11,2022-07-14,9.6
8526,47415,11,2022-07-15,12.5
8527,47415,11,2022-07-16,12.65
8528,47415,11,2022-07-17,12.9
8529,47415,11,2022-07-18,13.45
8530,47415,11,2022-07-19,13.9
8531,47415,11,2022-07-20,13.7
8532,47415,11,2022-07-21,13.9
8533,47415,11,2022-07-22,14.0
8534,47415,11,2022-07-23,14.05
8535,47415,11,2022-07-24,14.0
8536,47415,11,2022-07-25,14.0
8537,47415,11,2022-07-26,12.9
8538,47415,11,2022-07-27,12.55
8539,47415,11,2022-07-28,12.0
8540,47415,11,2022-07-29,11.5
8541,47415,11,2022-07-30,11.0
8542,47415,11,2022-07-31,11.6
8544,47415,11,2022-08-01,12.25
8545,47415,11,2022-08-02,12.75
8546,47415,11,2022-08-03,12.75
8547,47415,11,2022-08-04,12.75
8548,47415,11,2022-08-05,11.35
8549,47415,11,2022-08-06,13.1
8550,47415,11,2022-08-07,11.3
8551,47415,11,2022-08-08,13.35
8552,47415,11,2022-08-09,14.3
8553,47415,11,2022-08-10,14.2
8554,47415,11,2022-08-11,13.9
8555,47415,11,2022-08-12,13.9
8556,47415,11,2022-08-13,13.35
8557,47415,11,2022-08-14,13.9
8558,47415,11,2022-08-15,13.6
8559,47415,11,2022-08-16,12.5
8560,47415,11,2022-08-17,12.75
8561,47415,11,2022-08-18,12.35
8562,47415,11,2022-08-19,12.25
8563,47415,11,2022-08-20,12.95
8564,47415,11,2022-08-21,12.6
8565,47415,11,2022-08-22,13.05
8566,47415,11,2022-08-23,13.0
8567,47415,11,2022-08-24,14.0
8568,47415,11,2022-08-25,13.7
8569,47415,11,2022-08-26,13.75
8570,47415,11,2022-08-27,13.85
8571,47415,11,2022-08-28,13.95
8572,47415,11,2022-08-29,13.85
8573,47415,11,2022-08-30,14.1
8574,47415,11,2022-08-31,14.0
8576,47415,11,2022-09-01,15.3
8577,47415,11,2022-09-02,14.85
8578,47415,11,2022-09-03,14.85
8579,47415,11,2022-09-04,14.4
8580,47415,11,2022-09-05,13.65
8581,47415,11,2022-09-06,13.9
8582,47415,11,2022-09-07,13.8
8583,47415,11,2022-09-08,14.1
8584,47415,11,2022-09-09,13.95
8585,47415,11,2022-09-10,14.0
8586,47415,11,2022-09-11,13.9
8587,47415,11,2022-09-12,14.05
8588,47415,11,2022-09-13,14.1
8589,47415,11,2022-09-14,13.8
8590,47415,11,2022-09-15,15.65
8591,47415,11,2022-09-16,15.25
8592,47415,11,2022-09-17,14.65
8593,47415,11,2022-09-18,15.1
8594,47415,11,2022-09-19,14.75
8595,47415,11,2022-09-20,15.65
8596,47415,11,2022-09-21,15.95
8597,47415,11,2022-09-22,14.75
8598,47415,11,2022-09-23,15.0
8599,47415,11,2022-09-24,14.8
8600,47415,11,2022-09-25,14.85
8601,47415,11,2022-09-26,15.0
8602,47415,11,2022-09-27,15.05
8603,47415,11,2022-09-28,14.9
8604,47415,11,2022-09-29,15.3
8605,47415,11,2022-09-30,15.25
8607,47415,11,2022-10-01,12.3
8608,47415,11,2022-10-02,15.1
8609,47415,11,2022-10-03,11.0
8610,47415,11,2022-10-04,14.4
8611,47415,11,2022-10-05,14.0
8612,47415,11,2022-10-06,14.15
8613,47415,11,2022-10-07,14.45
8614,47415,11,2022-10-08,13.95
8615,47415,11,2022-10-09,13.55
8616,47415,11,2022-10-10,14.25
8617,47415,11,2022-10-11,14.3
8618,47415,11,2022-10-12,13.4
8619,47415,11,2022-10-13,12.0
8620,47415,11,2022-10-14,12.1
8621,47415,11,2022-10-15,12.05
8622,47415,11,2022-10-16,12.75
8623,47415,11,2022-10-17,12.8
8624,47415,11,2022-10-18,12.4
8625,47415,11,2022-10-19,12.6
8626,47415,11,2022-10-20,12.5
8627,47415,11,2022-10-21,13.5
8628,47415,11,2022-10-22,13.05
8629,47415,11,2022-10-23,12.9
8630,47415,11,2022-10-24,13.15
8631,47415,11,2022-10-25,12.9
8632,47415,11,2022-10-26,12.1
8633,47415,11,2022-10-27,11.95
8634,47415,11,2022-10-28,11.3
8635,47415,11,2022-10-29,10.85
8636,47415,11,2022-10-30,11.5
8637,47415,11,2022-10-31,10.9
