id_waktu,id_lokasi,id_unit_peternakan,date,jumlah_produksi
8418,47346,23,2022-04-01,10.2
8419,47346,23,2022-04-02,10.35
8420,47346,23,2022-04-03,10.7
8421,47346,23,2022-04-04,11.9
8422,47346,23,2022-04-05,12.0
8423,47346,23,2022-04-06,10.8
8424,47346,23,2022-04-07,10.55
8425,47346,23,2022-04-08,10.0
8426,47346,23,2022-04-09,9.7
8427,47346,23,2022-04-10,9.75
8428,47346,23,2022-04-11,9.5
8429,47346,23,2022-04-12,9.4
8430,47346,23,2022-04-13,13.1
8431,47346,23,2022-04-14,14.3
8432,47346,23,2022-04-15,13.7
8433,47346,23,2022-04-16,12.8
8434,47346,23,2022-04-17,12.4
8435,47346,23,2022-04-18,12.2
8436,47346,23,2022-04-19,12.3
8437,47346,23,2022-04-20,11.25
8438,47346,23,2022-04-21,10.9
8439,47346,23,2022-04-22,10.3
8440,47346,23,2022-04-23,9.25
8441,47346,23,2022-04-24,9.0
8442,47346,23,2022-04-25,10.35
8443,47346,23,2022-04-26,11.05
8444,47346,23,2022-04-27,11.25
8445,47346,23,2022-04-28,11.3
8446,47346,23,2022-04-29,10.75
8447,47346,23,2022-04-30,11.35
8449,47346,23,2022-05-01,11.7
8450,47346,23,2022-05-02,10.65
8451,47346,23,2022-05-03,11.45
8452,47346,23,2022-05-04,11.2
8453,47346,23,2022-05-05,12.4
8454,47346,23,2022-05-06,12.5
8455,47346,23,2022-05-07,12.7
8456,47346,23,2022-05-08,13.35
8457,47346,23,2022-05-09,13.65
8458,47346,23,2022-05-10,13.85
8459,47346,23,2022-05-11,16.6
8460,47346,23,2022-05-12,15.35
8461,47346,23,2022-05-13,14.15
8462,47346,23,2022-05-14,12.9
8463,47346,23,2022-05-15,12.9
8464,47346,23,2022-05-16,12.15
8465,47346,23,2022-05-17,13.2
8466,47346,23,2022-05-18,14.15
8467,47346,23,2022-05-19,13.1
8468,47346,23,2022-05-20,13.7
8469,47346,23,2022-05-21,12.6
8470,47346,23,2022-05-22,13.0
8471,47346,23,2022-05-23,13.0
8472,47346,23,2022-05-24,11.75
8473,47346,23,2022-05-25,14.55
8474,47346,23,2022-05-26,14.1
8475,47346,23,2022-05-27,13.05
8476,47346,23,2022-05-28,14.05
8477,47346,23,2022-05-29,13.9
8478,47346,23,2022-05-30,14.2
8479,47346,23,2022-05-31,13.55
8481,47346,23,2022-06-01,15.9
8482,47346,23,2022-06-02,15.5
8483,47346,23,2022-06-03,14.55
8484,47346,23,2022-06-04,12.6
8485,47346,23,2022-06-05,12.6
8486,47346,23,2022-06-06,12.3
8487,47346,23,2022-06-07,11.65
8488,47346,23,2022-06-08,12.7
8489,47346,23,2022-06-09,11.75
8490,47346,23,2022-06-10,11.8
8491,47346,23,2022-06-11,11.7
8492,47346,23,2022-06-12,11.45
8493,47346,23,2022-06-13,9.65
8494,47346,23,2022-06-14,8.75
8495,47346,23,2022-06-15,11.5
8496,47346,23,2022-06-16,11.2
8497,47346,23,2022-06-17,11.25
8498,47346,23,2022-06-18,11.2
8499,47346,23,2022-06-19,10.05
8500,47346,23,2022-06-20,9.9
8501,47346,23,2022-06-21,10.0
8502,47346,23,2022-06-22,10.5
8503,47346,23,2022-06-23,10.45
8504,47346,23,2022-06-24,10.35
8505,47346,23,2022-06-25,10.0
8506,47346,23,2022-06-26,9.95
8507,47346,23,2022-06-27,10.15
8508,47346,23,2022-06-28,10.7
8509,47346,23,2022-06-29,10.65
8510,47346,23,2022-06-30,10.75
8512,47346,23,2022-07-01,9.7
8513,47346,23,2022-07-02,9.65
8514,47346,23,2022-07-03,9.75
8515,47346,23,2022-07-04,10.0
8516,47346,23,2022-07-05,9.3
8517,47346,23,2022-07-06,9.25
8518,47346,23,2022-07-07,9.25
8519,47346,23,2022-07-08,8.1
8520,47346,23,2022-07-09,8.3
8521,47346,23,2022-07-10,8.6
8522,47346,23,2022-07-11,8.95
8523,47346,23,2022-07-12,9.6
8524,47346,23,2022-07-13,9.3
8525,47346,23,2022-07-14,9.6
8526,47346,23,2022-07-15,12.5
8527,47346,23,2022-07-16,12.65
8528,47346,23,2022-07-17,12.9
8529,47346,23,2022-07-18,13.45
8530,47346,23,2022-07-19,13.9
8531,47346,23,2022-07-20,13.7
8532,47346,23,2022-07-21,13.9
8533,47346,23,2022-07-22,14.0
8534,47346,23,2022-07-23,14.05
8535,47346,23,2022-07-24,14.0
8536,47346,23,2022-07-25,14.0
8537,47346,23,2022-07-26,12.9
8538,47346,23,2022-07-27,12.55
8539,47346,23,2022-07-28,12.0
8540,47346,23,2022-07-29,11.5
8541,47346,23,2022-07-30,0.0
8542,47346,23,2022-07-31,0.0
8544,47346,23,2022-08-01,12.25
8545,47346,23,2022-08-02,12.75
8546,47346,23,2022-08-03,12.75
8547,47346,23,2022-08-04,12.75
8548,47346,23,2022-08-05,11.35
8549,47346,23,2022-08-06,13.1
8550,47346,23,2022-08-07,11.3
8551,47346,23,2022-08-08,13.35
8552,47346,23,2022-08-09,14.3
8553,47346,23,2022-08-10,14.2
8554,47346,23,2022-08-11,13.9
8555,47346,23,2022-08-12,13.9
8556,47346,23,2022-08-13,13.35
8557,47346,23,2022-08-14,13.9
8558,47346,23,2022-08-15,13.6
8559,47346,23,2022-08-16,12.5
8560,47346,23,2022-08-17,12.75
8561,47346,23,2022-08-18,12.35
8562,47346,23,2022-08-19,12.25
8563,47346,23,2022-08-20,12.95
8564,47346,23,2022-08-21,12.6
8565,47346,23,2022-08-22,13.05
8566,47346,23,2022-08-23,13.0
8567,47346,23,2022-08-24,14.0
8568,47346,23,2022-08-25,13.7
8569,47346,23,2022-08-26,13.75
8570,47346,23,2022-08-27,13.85
8571,47346,23,2022-08-28,13.95
8572,47346,23,2022-08-29,13.85
8573,47346,23,2022-08-30,14.1
8574,47346,23,2022-08-31,14.0
8576,47346,23,2022-09-01,15.3
8577,47346,23,2022-09-02,14.85
8578,47346,23,2022-09-03,14.85
8579,47346,23,2022-09-04,14.4
8580,47346,23,2022-09-05,13.65
8581,47346,23,2022-09-06,13.9
8582,47346,23,2022-09-07,13.8
8583,47346,23,2022-09-08,14.1
8584,47346,23,2022-09-09,13.95
8585,47346,23,2022-09-10,14.0
8586,47346,23,2022-09-11,13.9
8587,47346,23,2022-09-12,14.05
8588,47346,23,2022-09-13,14.1
8589,47346,23,2022-09-14,13.8
8590,47346,23,2022-09-15,15.65
8591,47346,23,2022-09-16,15.25
8592,47346,23,2022-09-17,14.65
8593,47346,23,2022-09-18,15.1
8594,47346,23,2022-09-19,14.75
8595,47346,23,2022-09-20,15.65
8596,47346,23,2022-09-21,15.95
8597,47346,23,2022-09-22,14.75
8598,47346,23,2022-09-23,15.0
8599,47346,23,2022-09-24,14.8
8600,47346,23,2022-09-25,14.85
8601,47346,23,2022-09-26,15.0
8602,47346,23,2022-09-27,15.05
8603,47346,23,2022-09-28,14.9
8604,47346,23,2022-09-29,15.3
8605,47346,23,2022-09-30,15.25
8607,47346,23,2022-10-01,12.3
8608,47346,23,2022-10-02,15.1
8609,47346,23,2022-10-03,11.0
8610,47346,23,2022-10-04,14.4
8611,47346,23,2022-10-05,14.0
8612,47346,23,2022-10-06,14.15
8613,47346,23,2022-10-07,14.45
8614,47346,23,2022-10-08,13.95
8615,47346,23,2022-10-09,13.55
8616,47346,23,2022-10-10,14.25
8617,47346,23,2022-10-11,14.3
8618,47346,23,2022-10-12,13.4
8619,47346,23,2022-10-13,12.0
8620,47346,23,2022-10-14,12.1
8621,47346,23,2022-10-15,12.05
8622,47346,23,2022-10-16,12.75
8623,47346,23,2022-10-17,12.8
8624,47346,23,2022-10-18,12.4
8625,47346,23,2022-10-19,12.6
8626,47346,23,2022-10-20,12.5
8627,47346,23,2022-10-21,13.5
8628,47346,23,2022-10-22,13.05
8629,47346,23,2022-10-23,12.9
8630,47346,23,2022-10-24,13.15
8631,47346,23,2022-10-25,12.9
8632,47346,23,2022-10-26,12.1
8633,47346,23,2022-10-27,11.95
8634,47346,23,2022-10-28,11.3
8635,47346,23,2022-10-29,10.85
8636,47346,23,2022-10-30,11.5
8637,47346,23,2022-10-31,10.9
8639,47346,23,2022-11-01,11.3
8640,47346,23,2022-11-02,11.1
8641,47346,23,2022-11-03,11.5
8642,47346,23,2022-11-04,11.2
8643,47346,23,2022-11-05,11.1
8644,47346,23,2022-11-06,10.65
8645,47346,23,2022-11-07,10.7
8646,47346,23,2022-11-08,11.2
8647,47346,23,2022-11-09,11.55
8648,47346,23,2022-11-10,11.6
8649,47346,23,2022-11-11,13.5
8650,47346,23,2022-11-12,11.75
8651,47346,23,2022-11-13,11.1
8652,47346,23,2022-11-14,13.0
8653,47346,23,2022-11-15,13.1
8654,47346,23,2022-11-16,13.6
8655,47346,23,2022-11-17,13.3
8656,47346,23,2022-11-18,12.75
8657,47346,23,2022-11-19,11.9
8658,47346,23,2022-11-20,12.5
8659,47346,23,2022-11-21,12.65
8660,47346,23,2022-11-22,11.9
8661,47346,23,2022-11-23,12.3
8662,47346,23,2022-11-24,12.05
8663,47346,23,2022-11-25,11.8
8664,47346,23,2022-11-26,11.75
8665,47346,23,2022-11-27,13.75
8666,47346,23,2022-11-28,11.6
8667,47346,23,2022-11-29,12.65
8668,47346,23,2022-11-30,11.9
8670,47346,23,2022-12-01,11.35
8671,47346,23,2022-12-02,10.1
8672,47346,23,2022-12-03,11.15
8673,47346,23,2022-12-04,10.95
8674,47346,23,2022-12-05,11.2
8675,47346,23,2022-12-06,11.75
8676,47346,23,2022-12-07,13.0
8677,47346,23,2022-12-08,13.5
8678,47346,23,2022-12-09,12.9
8679,47346,23,2022-12-10,13.25
8680,47346,23,2022-12-11,13.4
8681,47346,23,2022-12-12,12.9
8682,47346,23,2022-12-13,13.1
8683,47346,23,2022-12-14,12.6
8684,47346,23,2022-12-15,13.05
8685,47346,23,2022-12-16,11.9
8686,47346,23,2022-12-17,13.15
8687,47346,23,2022-12-18,12.65
8688,47346,23,2022-12-19,12.6
8689,47346,23,2022-12-20,13.2
8690,47346,23,2022-12-21,13.2
8691,47346,23,2022-12-22,11.45
8692,47346,23,2022-12-23,11.5
8693,47346,23,2022-12-24,12.25
8694,47346,23,2022-12-25,11.3
8695,47346,23,2022-12-26,11.65
8696,47346,23,2022-12-27,11.45
8697,47346,23,2022-12-28,11.5
8698,47346,23,2022-12-29,11.4
8699,47346,23,2022-12-30,11.4
8700,47346,23,2022-12-31,11.5
8703,47346,23,2023-01-01,11.5
8704,47346,23,2023-01-02,10.75
8705,47346,23,2023-01-03,9.3
8706,47346,23,2023-01-04,9.75
8707,47346,23,2023-01-05,9.25
8708,47346,23,2023-01-06,6.2
8709,47346,23,2023-01-07,7.35
8710,47346,23,2023-01-08,8.8
8711,47346,23,2023-01-09,6.25
8712,47346,23,2023-01-10,9.4
8713,47346,23,2023-01-11,9.85
8714,47346,23,2023-01-12,9.65
8715,47346,23,2023-01-13,10.4
8716,47346,23,2023-01-14,9.7
8717,47346,23,2023-01-15,11.4
8718,47346,23,2023-01-16,12.3
8719,47346,23,2023-01-17,10.8
8720,47346,23,2023-01-18,12.9
8721,47346,23,2023-01-19,13.15
8722,47346,23,2023-01-20,12.95
8723,47346,23,2023-01-21,12.9
8724,47346,23,2023-01-22,12.55
8725,47346,23,2023-01-23,13.65
8726,47346,23,2023-01-24,13.25
8727,47346,23,2023-01-25,11.7
8728,47346,23,2023-01-26,12.3
8729,47346,23,2023-01-27,11.6
8730,47346,23,2023-01-28,11.15
8731,47346,23,2023-01-29,12.95
8732,47346,23,2023-01-30,12.4
8733,47346,23,2023-01-31,12.35
8735,47346,23,2023-02-01,12.35
8736,47346,23,2023-02-02,15.65
8737,47346,23,2023-02-03,14.65
8738,47346,23,2023-02-04,15.05
8739,47346,23,2023-02-05,15.25
8740,47346,23,2023-02-06,15.4
8741,47346,23,2023-02-07,15.2
8742,47346,23,2023-02-08,15.15
8743,47346,23,2023-02-09,14.95
8744,47346,23,2023-02-10,15.2
8745,47346,23,2023-02-11,14.5
8746,47346,23,2023-02-12,14.55
8747,47346,23,2023-02-13,15.1
8748,47346,23,2023-02-14,15.05
8749,47346,23,2023-02-15,15.25
8750,47346,23,2023-02-16,15.3
8751,47346,23,2023-02-17,15.35
8752,47346,23,2023-02-18,15.25
8753,47346,23,2023-02-19,16.35
8754,47346,23,2023-02-20,16.7
8755,47346,23,2023-02-21,15.8
8756,47346,23,2023-02-22,15.65
8757,47346,23,2023-02-23,15.2
8758,47346,23,2023-02-24,14.9
8759,47346,23,2023-02-25,12.95
8760,47346,23,2023-02-26,12.5
8761,47346,23,2023-02-27,12.9
8762,47346,23,2023-02-28,13.3
8764,47346,23,2023-03-01,24.8
8765,47346,23,2023-03-02,24.8
8766,47346,23,2023-03-03,24.8
8767,47346,23,2023-03-04,24.9
8768,47346,23,2023-03-05,24.75
8769,47346,23,2023-03-06,23.6
8770,47346,23,2023-03-07,22.5
8771,47346,23,2023-03-08,21.35
8772,47346,23,2023-03-09,20.95
8773,47346,23,2023-03-10,21.45
8774,47346,23,2023-03-11,21.7
8775,47346,23,2023-03-12,21.75
8776,47346,23,2023-03-13,21.75
8777,47346,23,2023-03-14,21.95
8778,47346,23,2023-03-15,21.95
8779,47346,23,2023-03-16,21.45
8780,47346,23,2023-03-17,22.2
8781,47346,23,2023-03-18,21.55
8782,47346,23,2023-03-19,20.85
8783,47346,23,2023-03-20,21.15
8784,47346,23,2023-03-21,20.15
8785,47346,23,2023-03-22,19.7
8786,47346,23,2023-03-23,18.65
8787,47346,23,2023-03-24,18.2
8788,47346,23,2023-03-25,17.9
8789,47346,23,2023-03-26,17.9
8790,47346,23,2023-03-27,16.55
8791,47346,23,2023-03-28,16.35
8792,47346,23,2023-03-29,17.65
8793,47346,23,2023-03-30,17.55
